Type,Frame,TimestampUs,ThreadId,Category,Name,DurationMs,GameThreadMs,RenderPrepareMs,RenderThreadMs,RenderFrameMs,CPUFrameMs,GPUFrameMs,TotalFrameMs,DrawCalls,Triangles,VisibleObjects,Batches
Frame,127419,1781696217697249,54216,"Frame","Frame",,0.0482,0.0216,0,0,0.0482,0,0.0482,0,0,0,0
Frame,127420,1781696217697321,54216,"Frame","Frame",,0.0424,0.0187,0,0,0.0424,0,0.0424,0,0,0,0
Frame,127421,1781696217697386,54216,"Frame","Frame",,0.0373,0.0161,0,0,0.0373,0,0.0373,0,0,0,0
Frame,127422,1781696217697452,54216,"Frame","Frame",,0.0377,0.0173,0,0,0.0377,0,0.0377,0,0,0,0
Frame,127423,1781696217697517,54216,"Frame","Frame",,0.0362,0.0159,0,0,0.0362,0,0.0362,0,0,0,0
Frame,127424,1781696217697580,54216,"Frame","Frame",,0.0359,0.0162,0,0,0.0359,0,0.0359,0,0,0,0
Frame,127425,1781696217697654,54216,"Frame","Frame",,0.0454,0.025,0,0,0.0454,0,0.0454,0,0,0,0
Frame,127426,1781696217697719,54216,"Frame","Frame",,0.0378,0.0167,0,0,0.0378,2.96704,2.96704,0,0,0,0
Frame,127427,1781696217697804,54216,"Frame","Frame",,0.0541,0.0252,0,0,0.0541,0,0.0541,0,0,0,0
Frame,127428,1781696217697898,54216,"Frame","Frame",,0.0534,0.0231,0,0,0.0534,0,0.0534,0,0,0,0
Frame,127429,1781696217697966,54216,"Frame","Frame",,0.0389,0.0171,0,0,0.0389,0,0.0389,0,0,0,0
Frame,127430,1781696217698030,54216,"Frame","Frame",,0.0361,0.0163,0,0,0.0361,0,0.0361,0,0,0,0
Frame,127431,1781696217698102,54216,"Frame","Frame",,0.0441,0.0162,0,0,0.0441,0,0.0441,0,0,0,0
Frame,127432,1781696217698178,54216,"Frame","Frame",,0.0434,0.0209,0,0,0.0434,0,0.0434,0,0,0,0
Frame,127433,1781696217698250,54216,"Frame","Frame",,0.0402,0.0176,0,0,0.0402,0,0.0402,0,0,0,0
Frame,127434,1781696217698314,54216,"Frame","Frame",,0.0361,0.0158,0,0,0.0361,0,0.0361,0,0,0,0
Frame,127435,1781696217698384,54216,"Frame","Frame",,0.0381,0.0186,0,0,0.0381,0,0.0381,0,0,0,0
Frame,127436,1781696217698450,54216,"Frame","Frame",,0.0369,0.0163,0,0,0.0369,0,0.0369,0,0,0,0
Frame,127437,1781696217698518,54216,"Frame","Frame",,0.0376,0.0177,0,0,0.0376,0,0.0376,0,0,0,0
Frame,127438,1781696217698588,54216,"Frame","Frame",,0.0387,0.0164,0,0,0.0387,0,0.0387,0,0,0,0
Frame,127439,1781696217698661,54216,"Frame","Frame",,0.044,0.0171,0,0,0.044,0,0.044,0,0,0,0
Frame,127440,1781696217698727,54216,"Frame","Frame",,0.0371,0.0167,0,0,0.0371,0,0.0371,0,0,0,0
Frame,127441,1781696217698798,54216,"Frame","Frame",,0.0381,0.0181,0,0,0.0381,0,0.0381,0,0,0,0
Frame,127442,1781696217698869,54216,"Frame","Frame",,0.0409,0.0173,0,0,0.0409,0,0.0409,0,0,0,0
Frame,127443,1781696217698940,54216,"Frame","Frame",,0.0395,0.0155,0,0,0.0395,0,0.0395,0,0,0,0
Frame,127444,1781696217699003,54216,"Frame","Frame",,0.0358,0.0156,0,0,0.0358,0,0.0358,0,0,0,0
