Type,Frame,TimestampUs,ThreadId,Category,Name,DurationMs,GameThreadMs,RenderPrepareMs,RenderThreadMs,RenderFrameMs,CPUFrameMs,GPUFrameMs,TotalFrameMs,DrawCalls,Triangles,VisibleObjects,Batches
Frame,168,1781696291961011,53912,"Frame","Frame",,3.3759,0.0564,0,3.2272,3.3759,2.11258,3.3759,12,2184,0,0
Frame,169,1781696291965227,53912,"Frame","Frame",,4.1434,0.0367,0,4.0438,4.1434,2.71491,4.1434,12,2184,0,0
Frame,170,1781696291968826,53912,"Frame","Frame",,3.5258,0.046,0,3.4028,3.5258,2.10096,3.5258,12,2184,0,0
Frame,171,1781696291972140,53912,"Frame","Frame",,3.2484,0.0465,0,3.1287,3.2484,2.09008,3.2484,12,2184,0,0
Frame,172,1781696291976295,53912,"Frame","Frame",,4.0834,0.0367,0,3.9839,4.0834,2.33424,4.0834,12,2184,0,0
Frame,173,1781696291980456,53912,"Frame","Frame",,4.076,0.0481,0,3.9307,4.076,2.15427,4.076,12,2184,0,0
Frame,174,1781696291984109,53912,"Frame","Frame",,3.5706,0.0581,0,3.4043,3.5706,2.20205,3.5706,12,2184,0,0
Frame,175,1781696291990292,53912,"Frame","Frame",,6.0954,0.172,0,5.8514,6.0954,3.86413,6.0954,12,2184,0,0
Frame,176,1781696292005251,53912,"Frame","Frame",,14.8649,0.0536,0,14.7154,14.8649,2.33744,14.8649,12,2184,0,0
Frame,177,1781696292011276,53912,"Frame","Frame",,5.9447,0.047,0,5.8138,5.9447,2.08877,5.9447,12,2184,0,0
Frame,178,1781696292017175,53912,"Frame","Frame",,5.8156,0.0508,0,5.6755,5.8156,2.77834,5.8156,12,2184,0,0
Frame,179,1781696292023708,53912,"Frame","Frame",,6.4504,0.0462,0,6.3209,6.4504,3.99552,6.4504,12,2184,0,0
Frame,180,1781696292027799,53912,"Frame","Frame",,4.0087,0.0966,0,3.8044,4.0087,2.20378,4.0087,12,2184,0,0
Frame,181,1781696292032532,53912,"Frame","Frame",,4.6587,0.0442,0,4.5374,4.6587,2.90429,4.6587,12,2184,0,0
Frame,182,1781696292036310,53912,"Frame","Frame",,3.7029,0.0447,0,3.5848,3.7029,2.32726,3.7029,12,2184,0,0
Frame,183,1781696292039704,53912,"Frame","Frame",,3.3212,0.0444,0,3.2018,3.3212,2.16608,3.3212,12,2184,0,0
Frame,184,1781696292043532,53912,"Frame","Frame",,3.7375,0.0648,0,3.5788,3.7375,2.4279,3.7375,12,2184,0,0
Frame,185,1781696292047634,53912,"Frame","Frame",,4.0154,0.0454,0,3.8865,4.0154,2.39766,4.0154,12,2184,0,0
